locus_family	E. cloacae	K. pneumoniae	S. marcescens	C. rodentium	E. coli	S. enterica	num_genomes
10788	ECL_RS08150	NA	NA	NA	NA	NA	1
10789	ECL_RS08160	NA	NA	NA	NA	NA	1
10790	NA	NA	NA	NA	NA	STM14_RS05520	1
10791	NA	NA	NA	NA	NA	STM14_RS06820	1
10792	NA	NA	NA	NA	b4509	NA	1
10793	NA	NA	NA	NA	NA	STM14_RS11055	1
10794	NA	NA	NA	NA	NA	STM14_RS05950	1
10795	ECL_RS08145	NA	NA	NA	NA	NA	1
10796	NA	NA	NA	ROD_RS12850	NA	NA	1
10797	NA	NA	NA	ROD_RS12835	NA	NA	1
10798	NA	NA	NA	NA	b1432	NA	1
10799	ECL_RS08455	NA	NA	NA	NA	NA	1
10800	NA	NA	NA	NA	NA	STM14_RS15530	1
10801	NA	NA	NA	ROD_RS14775	NA	NA	1
10802	NA	NA	NA	NA	NA	STM14_RS07825	1
10803	NA	NA	NA	NA	NA	STM14_RS15395	1
10804	NA	NA	NA	ROD_RS14765	NA	NA	1
10805	NA	NA	NA	NA	NA	STM14_RS07900	1
10806	NA	NA	NA	NA	NA	STM14_RS15485	1
10807	NA	NA	NA	NA	NA	STM14_RS15480	1
10808	NA	NA	NA	ROD_RS14805	NA	NA	1
10809	NA	NA	NA	NA	NA	STM14_RS07960	1
10810	NA	NA	NA	NA	NA	STM14_RS08520	1
10811	NA	NA	NA	NA	NA	STM14_RS08525	1
10812	NA	NA	NA	NA	NA	STM14_RS08870	1
10813	NA	NA	NA	NA	b3937	NA	1
10814	ECL_RS11640	NA	NA	NA	NA	NA	1
10815	NA	NA	NA	NA	b0550	NA	1
10816	NA	NA	NA	NA	NA	STM14_RS11520	1
10817	NA	NA	NA	ROD_RS11055	NA	NA	1
10818	NA	NA	NA	NA	b2111	NA	1
10819	NA	NA	NA	ROD_RS11070	NA	NA	1
10820	NA	NA	NA	NA	NA	STM14_RS11965	1
10821	NA	NA	NA	NA	NA	STM14_RS11990	1
10822	NA	NA	NA	ROD_RS11270	NA	NA	1
10823	NA	NA	NA	ROD_RS16955	NA	NA	1
10824	NA	NA	NA	NA	b2756	NA	1
10825	NA	NA	NA	NA	b2758	NA	1
10826	NA	NA	NA	NA	b2761	NA	1
10827	NA	NA	NA	NA	NA	STM14_RS00155	1
10828	NA	NA	NA	ROD_RS14785	NA	NA	1
10829	NA	NA	NA	NA	NA	STM14_RS16180	1
10830	NA	NA	NA	NA	b4326	NA	1
10831	ECL_RS23780	NA	NA	NA	NA	NA	1
10832	NA	NA	NA	NA	b3083	NA	1
10833	NA	NA	NA	NA	NA	STM14_RS21255	1
10834	ECL_RS02510	NA	NA	NA	NA	NA	1
10835	ECL_RS22280	NA	NA	NA	NA	NA	1
10836	NA	NA	NA	ROD_RS20355	NA	NA	1
10837	ECL_RS01980	NA	NA	NA	NA	NA	1
10838	NA	NA	NA	ROD_RS04795	NA	NA	1
10839	NA	NA	NA	ROD_RS01465	NA	NA	1
10840	ECL_RS02280	NA	NA	NA	NA	NA	1
10841	ECL_RS16790	NA	NA	NA	NA	NA	1
10842	ECL_RS05425	NA	NA	NA	NA	NA	1
10843	ECL_RS22265	NA	NA	NA	NA	NA	1
10844	ECL_RS06430	NA	NA	NA	NA	NA	1
10845	ECL_RS17740	NA	NA	NA	NA	NA	1
10846	ECL_RS15870	NA	NA	NA	NA	NA	1
10847	ECL_RS07785	NA	NA	NA	NA	NA	1
10848	ECL_RS07780	NA	NA	NA	NA	NA	1
10849	ECL_RS07730	NA	NA	NA	NA	NA	1
10850	NA	NA	NA	ROD_RS19060	NA	NA	1
10851	ECL_RS26605	NA	NA	NA	NA	NA	1
10852	ECL_RS27360	NA	NA	NA	NA	NA	1
10853	NA	NA	NA	ROD_RS24495	NA	NA	1
10854	NA	NA	NA	NA	b2867	NA	1
10855	NA	NA	NA	NA	b0483	NA	1
10856	NA	NA	NA	ROD_RS01360	NA	NA	1
10857	NA	NA	NA	ROD_RS04685	NA	NA	1
10858	NA	NA	NA	ROD_RS23320	NA	NA	1
10859	NA	NA	NA	ROD_RS04690	NA	NA	1
10860	NA	NA	NA	ROD_RS23315	NA	NA	1
10861	NA	NA	NA	ROD_RS01365	NA	NA	1
10862	NA	NA	NA	ROD_RS01870	NA	NA	1
10863	NA	NA	SMDB11_RS01825	NA	NA	NA	1
10864	NA	NA	NA	NA	NA	STM14_RS00720	1
10865	ECL_RS19945	NA	NA	NA	NA	NA	1
10866	NA	KPNIH1_RS16715	NA	NA	NA	NA	1
10867	NA	NA	SMDB11_RS17345	NA	NA	NA	1
10868	NA	NA	NA	NA	NA	STM14_RS04935	1
10869	NA	NA	SMDB11_RS07885	NA	NA	NA	1
10870	NA	KPNIH1_RS13510	NA	NA	NA	NA	1
10871	NA	NA	SMDB11_RS03710	NA	NA	NA	1
10872	NA	NA	SMDB11_RS20575	NA	NA	NA	1
10873	NA	KPNIH1_RS06800	NA	NA	NA	NA	1
10874	NA	NA	SMDB11_RS11830	NA	NA	NA	1
10875	NA	NA	NA	ROD_RS20345	NA	NA	1
10876	NA	NA	SMDB11_RS06815	NA	NA	NA	1
10877	NA	NA	NA	ROD_RS20350	NA	NA	1
10878	NA	NA	SMDB11_RS06810	NA	NA	NA	1
10879	NA	NA	SMDB11_RS05490	NA	NA	NA	1
10880	NA	NA	SMDB11_RS03050	NA	NA	NA	1
10881	NA	NA	NA	NA	NA	STM14_RS16230	1
10882	NA	NA	SMDB11_RS03085	NA	NA	NA	1
10883	NA	NA	SMDB11_RS03240	NA	NA	NA	1
10884	NA	NA	NA	ROD_RS25350	NA	NA	1
10885	NA	NA	SMDB11_RS19990	NA	NA	NA	1
10886	NA	NA	SMDB11_RS03600	NA	NA	NA	1
10887	NA	NA	SMDB11_RS03635	NA	NA	NA	1
10888	ECL_RS09580	NA	NA	NA	NA	NA	1
10889	NA	KPNIH1_RS03490	NA	NA	NA	NA	1
10890	NA	NA	SMDB11_RS03640	NA	NA	NA	1
10891	NA	NA	NA	NA	b1618	NA	1
10892	NA	NA	SMDB11_RS03755	NA	NA	NA	1
10893	NA	NA	SMDB11_RS04055	NA	NA	NA	1
10894	NA	KPNIH1_RS15230	NA	NA	NA	NA	1
10895	NA	NA	SMDB11_RS04355	NA	NA	NA	1
10896	NA	NA	NA	NA	NA	STM14_RS04225	1
10897	NA	NA	SMDB11_RS19410	NA	NA	NA	1
10898	NA	NA	SMDB11_RS04525	NA	NA	NA	1
10899	NA	NA	SMDB11_RS04595	NA	NA	NA	1
10900	NA	NA	NA	NA	NA	STM14_RS20020	1
10901	NA	NA	SMDB11_RS05305	NA	NA	NA	1
10902	NA	KPNIH1_RS13115	NA	NA	NA	NA	1
10903	NA	NA	SMDB11_RS06185	NA	NA	NA	1
10904	ECL_RS10200	NA	NA	NA	NA	NA	1
10905	NA	NA	SMDB11_RS06195	NA	NA	NA	1
10906	NA	NA	NA	NA	NA	STM14_RS02295	1
10907	NA	NA	SMDB11_RS07015	NA	NA	NA	1
10908	NA	NA	SMDB11_RS13785	NA	NA	NA	1
10909	NA	NA	SMDB11_RS07900	NA	NA	NA	1
10910	NA	NA	SMDB11_RS23345	NA	NA	NA	1
10911	NA	NA	SMDB11_RS07965	NA	NA	NA	1
10912	NA	NA	SMDB11_RS21455	NA	NA	NA	1
10913	NA	NA	SMDB11_RS08070	NA	NA	NA	1
10914	NA	NA	SMDB11_RS17520	NA	NA	NA	1
10915	NA	NA	SMDB11_RS08175	NA	NA	NA	1
10916	NA	NA	SMDB11_RS11665	NA	NA	NA	1
10917	NA	NA	SMDB11_RS08290	NA	NA	NA	1
10918	NA	KPNIH1_RS33380	NA	NA	NA	NA	1
10919	NA	KPNIH1_RS13680	NA	NA	NA	NA	1
10920	NA	NA	SMDB11_RS24100	NA	NA	NA	1
10921	NA	NA	SMDB11_RS09700	NA	NA	NA	1
10922	ECL_RS02350	NA	NA	NA	NA	NA	1
10923	NA	NA	SMDB11_RS10555	NA	NA	NA	1
10924	NA	NA	NA	ROD_RS10325	NA	NA	1
10925	NA	NA	SMDB11_RS11220	NA	NA	NA	1
10926	ECL_RS07580	NA	NA	NA	NA	NA	1
10927	NA	NA	SMDB11_RS24665	NA	NA	NA	1
10928	ECL_RS07740	NA	NA	NA	NA	NA	1
10929	NA	KPNIH1_RS04700	NA	NA	NA	NA	1
10930	NA	NA	SMDB11_RS11745	NA	NA	NA	1
10931	NA	NA	SMDB11_RS24195	NA	NA	NA	1
10932	NA	NA	NA	ROD_RS13020	NA	NA	1
10933	NA	NA	SMDB11_RS12005	NA	NA	NA	1
10934	NA	KPNIH1_RS26335	NA	NA	NA	NA	1
10935	NA	NA	SMDB11_RS12865	NA	NA	NA	1
10936	NA	KPNIH1_RS24720	NA	NA	NA	NA	1
10937	NA	NA	NA	ROD_RS26360	NA	NA	1
10938	NA	NA	SMDB11_RS24255	NA	NA	NA	1
10939	NA	NA	NA	ROD_RS26365	NA	NA	1
10940	NA	NA	SMDB11_RS24260	NA	NA	NA	1
10941	NA	NA	SMDB11_RS13530	NA	NA	NA	1
10942	NA	KPNIH1_RS13875	NA	NA	NA	NA	1
10943	ECL_RS05410	NA	NA	NA	NA	NA	1
10944	NA	NA	SMDB11_RS24695	NA	NA	NA	1
10945	NA	NA	NA	ROD_RS13810	NA	NA	1
10946	NA	NA	SMDB11_RS14020	NA	NA	NA	1
10947	NA	NA	SMDB11_RS15245	NA	NA	NA	1
10948	NA	NA	NA	NA	b2628	NA	1
10949	NA	NA	SMDB11_RS15250	NA	NA	NA	1
10950	NA	NA	NA	NA	b2627	NA	1
10951	NA	NA	SMDB11_RS16670	NA	NA	NA	1
10952	NA	NA	NA	NA	b3074	NA	1
10953	NA	NA	NA	ROD_RS01930	NA	NA	1
10954	NA	NA	SMDB11_RS17005	NA	NA	NA	1
10955	NA	NA	SMDB11_RS17620	NA	NA	NA	1
10956	NA	KPNIH1_RS14230	NA	NA	NA	NA	1
10957	NA	NA	SMDB11_RS19510	NA	NA	NA	1
10958	NA	NA	NA	NA	NA	STM14_RS16650	1
10959	NA	KPNIH1_RS15335	NA	NA	NA	NA	1
10960	NA	NA	SMDB11_RS19615	NA	NA	NA	1
10961	NA	NA	SMDB11_RS19640	NA	NA	NA	1
10962	NA	NA	SMDB11_RS21830	NA	NA	NA	1
10963	NA	NA	SMDB11_RS19645	NA	NA	NA	1
10964	NA	NA	SMDB11_RS21835	NA	NA	NA	1
10965	NA	NA	SMDB11_RS22115	NA	NA	NA	1
10966	NA	NA	SMDB11_RS22045	NA	NA	NA	1
10967	NA	KPNIH1_RS04650	NA	NA	NA	NA	1
10968	ECL_RS13720	NA	NA	NA	NA	NA	1
10969	NA	NA	NA	NA	b2768	NA	1
10970	NA	KPNIH1_RS05230	NA	NA	NA	NA	1
10971	NA	KPNIH1_RS05330	NA	NA	NA	NA	1
10972	NA	NA	NA	NA	NA	STM14_RS14390	1
10973	NA	KPNIH1_RS05855	NA	NA	NA	NA	1
10974	ECL_RS15215	NA	NA	NA	NA	NA	1
10975	NA	KPNIH1_RS08040	NA	NA	NA	NA	1
10976	ECL_RS07625	NA	NA	NA	NA	NA	1
10977	NA	NA	NA	NA	NA	STM14_RS07180	1
10978	NA	KPNIH1_RS08395	NA	NA	NA	NA	1
10979	NA	NA	NA	NA	b1167	NA	1
10980	NA	KPNIH1_RS08400	NA	NA	NA	NA	1
10981	NA	KPNIH1_RS33600	NA	NA	NA	NA	1
10982	ECL_RS08485	NA	NA	NA	NA	NA	1
10983	ECL_RS17795	NA	NA	NA	NA	NA	1
10984	NA	KPNIH1_RS11685	NA	NA	NA	NA	1
10985	NA	NA	NA	ROD_RS14790	NA	NA	1
10986	NA	KPNIH1_RS11740	NA	NA	NA	NA	1
10987	NA	KPNIH1_RS11755	NA	NA	NA	NA	1
10988	ECL_RS17645	NA	NA	NA	NA	NA	1
10989	ECL_RS17545	NA	NA	NA	NA	NA	1
10990	NA	KPNIH1_RS11885	NA	NA	NA	NA	1
10991	ECL_RS00155	NA	NA	NA	NA	NA	1
10992	NA	KPNIH1_RS13260	NA	NA	NA	NA	1
10993	NA	KPNIH1_RS14520	NA	NA	NA	NA	1
10994	NA	NA	NA	NA	b2539	NA	1
10995	NA	KPNIH1_RS14525	NA	NA	NA	NA	1
10996	NA	NA	NA	NA	b2538	NA	1
10997	NA	NA	NA	ROD_RS20860	NA	NA	1
10998	NA	KPNIH1_RS15260	NA	NA	NA	NA	1
10999	NA	KPNIH1_RS27560	NA	NA	NA	NA	1
11000	NA	KPNIH1_RS15300	NA	NA	NA	NA	1
11001	ECL_RS08675	NA	NA	NA	NA	NA	1
11002	NA	KPNIH1_RS32615	NA	NA	NA	NA	1
11003	NA	NA	NA	NA	NA	STM14_RS02400	1
11004	NA	KPNIH1_RS17620	NA	NA	NA	NA	1
11005	NA	NA	NA	NA	NA	STM14_RS02405	1
11006	NA	KPNIH1_RS17625	NA	NA	NA	NA	1
11007	NA	NA	NA	ROD_RS10140	NA	NA	1
11008	NA	KPNIH1_RS17640	NA	NA	NA	NA	1
11009	NA	NA	NA	ROD_RS10180	NA	NA	1
11010	NA	KPNIH1_RS17695	NA	NA	NA	NA	1
11011	NA	KPNIH1_RS17730	NA	NA	NA	NA	1
11012	NA	NA	NA	ROD_RS10210	NA	NA	1
11013	NA	KPNIH1_RS18245	NA	NA	NA	NA	1
11014	NA	NA	NA	NA	b3665	NA	1
11015	NA	KPNIH1_RS28270	NA	NA	NA	NA	1
11016	NA	KPNIH1_RS19785	NA	NA	NA	NA	1
11017	NA	KPNIH1_RS20135	NA	NA	NA	NA	1
11018	NA	KPNIH1_RS20070	NA	NA	NA	NA	1
11019	NA	KPNIH1_RS23115	NA	NA	NA	NA	1
11020	NA	KPNIH1_RS20760	NA	NA	NA	NA	1
11021	ECL_RS02450	NA	NA	NA	NA	NA	1
11022	NA	KPNIH1_RS23015	NA	NA	NA	NA	1
11023	NA	KPNIH1_RS23110	NA	NA	NA	NA	1
11024	ECL_RS02195	NA	NA	NA	NA	NA	1
11025	NA	KPNIH1_RS23135	NA	NA	NA	NA	1
11026	ECL_RS08325	NA	NA	NA	NA	NA	1
11027	NA	NA	NA	ROD_RS16645	NA	NA	1
11028	NA	KPNIH1_RS23310	NA	NA	NA	NA	1
11029	ECL_RS22180	NA	NA	NA	NA	NA	1
11030	NA	KPNIH1_RS23720	NA	NA	NA	NA	1
11031	NA	NA	NA	NA	b2977	NA	1
11032	NA	KPNIH1_RS23765	NA	NA	NA	NA	1
11033	ECL_RS20900	NA	NA	NA	NA	NA	1
11034	NA	KPNIH1_RS33005	NA	NA	NA	NA	1
11035	NA	KPNIH1_RS24775	NA	NA	NA	NA	1
11036	ECL_RS08320	NA	NA	NA	NA	NA	1
11037	NA	KPNIH1_RS24780	NA	NA	NA	NA	1
11038	ECL_RS05245	NA	NA	NA	NA	NA	1
11039	NA	KPNIH1_RS28740	NA	NA	NA	NA	1
11040	ECL_RS26910	NA	NA	NA	NA	NA	1
11041	ECL_RS27590	NA	NA	NA	NA	NA	1
11042	NA	KPNIH1_RS28930	NA	NA	NA	NA	1
11043	NA	KPNIH1_RS28955	NA	NA	NA	NA	1
11044	NA	NA	NA	ROD_RS25625	NA	NA	1
11045	NA	KPNIH1_RS28975	NA	NA	NA	NA	1
11046	NA	NA	NA	NA	NA	STM14_RS00275	1
11047	NA	KPNIH1_RS29315	NA	NA	NA	NA	1
11048	NA	KPNIH1_RS28625	NA	NA	NA	NA	1
11049	NA	KPNIH1_RS27815	NA	NA	NA	NA	1
11050	ECL_RS25805	NA	NA	NA	NA	NA	1
11051	NA	KPNIH1_RS28515	NA	NA	NA	NA	1
11052	NA	NA	NA	NA	NA	STM14_RS00420	1
11053	NA	NA	NA	NA	NA	STM14_RS01590	1
11054	NA	NA	NA	NA	b2332	NA	1
11055	ECL_RS22165	NA	NA	NA	NA	NA	1
11056	NA	NA	NA	NA	NA	STM14_RS02140	1
11057	NA	NA	NA	NA	NA	STM14_RS03360	1
11058	ECL_RS06270	NA	NA	NA	NA	NA	1
11059	NA	NA	NA	NA	NA	STM14_RS22080	1
11060	NA	NA	NA	NA	NA	STM14_RS03390	1
11061	NA	NA	NA	NA	NA	STM14_RS05530	1
11062	NA	NA	NA	NA	NA	STM14_RS14370	1
11063	NA	NA	NA	NA	NA	STM14_RS05930	1
11064	NA	NA	NA	NA	NA	STM14_RS14915	1
11065	NA	NA	NA	NA	b4310	NA	1
11066	NA	NA	NA	NA	NA	STM14_RS06140	1
11067	NA	NA	NA	NA	NA	STM14_RS06625	1
11068	NA	NA	NA	NA	NA	STM14_RS08885	1
11069	NA	NA	NA	NA	NA	STM14_RS06710	1
11070	NA	NA	NA	NA	b1141	NA	1
11071	NA	NA	NA	NA	NA	STM14_RS06745	1
11072	ECL_RS17805	NA	NA	NA	NA	NA	1
11073	NA	NA	NA	ROD_RS14685	NA	NA	1
11074	NA	NA	NA	NA	NA	STM14_RS07830	1
11075	NA	NA	NA	NA	NA	STM14_RS07885	1
11076	NA	NA	NA	ROD_RS14655	NA	NA	1
11077	NA	NA	NA	NA	NA	STM14_RS07915	1
11078	NA	NA	NA	ROD_RS14680	NA	NA	1
11079	NA	NA	NA	NA	NA	STM14_RS11535	1
11080	NA	NA	NA	ROD_RS06055	NA	NA	1
11081	NA	NA	NA	NA	b2269	NA	1
11082	NA	NA	NA	NA	NA	STM14_RS12650	1
11083	NA	NA	NA	NA	NA	STM14_RS13100	1
11084	NA	NA	NA	ROD_RS25065	NA	NA	1
11085	NA	NA	NA	NA	NA	STM14_RS14145	1
11086	NA	NA	NA	ROD_RS06065	NA	NA	1
11087	NA	NA	NA	ROD_RS00150	NA	NA	1
11088	NA	NA	NA	NA	NA	STM14_RS14795	1
11089	NA	NA	NA	NA	NA	STM14_RS15370	1
11090	NA	NA	NA	NA	NA	STM14_RS16175	1
11091	NA	NA	NA	NA	b2852	NA	1
11092	NA	NA	NA	NA	NA	STM14_RS15420	1
11093	NA	NA	NA	NA	NA	STM14_RS16655	1
11094	NA	NA	NA	NA	b2920	NA	1
11095	NA	NA	NA	NA	NA	STM14_RS16925	1
11096	NA	NA	NA	NA	NA	STM14_RS21335	1
11097	NA	NA	NA	NA	NA	STM14_RS19225	1
11098	NA	NA	NA	ROD_RS06010	NA	NA	1
11099	NA	NA	NA	ROD_RS12880	NA	NA	1
11100	NA	NA	NA	NA	NA	STM14_RS22040	1
11101	NA	NA	NA	NA	NA	STM14_RS22115	1
11102	NA	NA	NA	ROD_RS04620	NA	NA	1
11103	NA	NA	NA	ROD_RS04655	NA	NA	1
11104	NA	NA	NA	NA	NA	STM14_RS22140	1
11105	NA	NA	NA	NA	NA	STM14_RS00075	1
11106	NA	NA	NA	ROD_RS27180	NA	NA	1
11107	NA	NA	NA	NA	NA	STM14_RS00095	1
11108	NA	NA	NA	ROD_RS27175	NA	NA	1
11109	ECL_RS06275	NA	NA	NA	NA	NA	1
11110	ECL_RS00300	NA	NA	NA	NA	NA	1
11111	ECL_RS05850	NA	NA	NA	NA	NA	1
11112	ECL_RS01340	NA	NA	NA	NA	NA	1
11113	NA	NA	NA	ROD_RS23000	NA	NA	1
11114	ECL_RS02060	NA	NA	NA	NA	NA	1
11115	ECL_RS02110	NA	NA	NA	NA	NA	1
11116	ECL_RS27415	NA	NA	NA	NA	NA	1
11117	ECL_RS03430	NA	NA	NA	NA	NA	1
11118	ECL_RS03435	NA	NA	NA	NA	NA	1
11119	ECL_RS04525	NA	NA	NA	NA	NA	1
11120	NA	NA	NA	NA	b0136	NA	1
11121	NA	NA	NA	NA	b0137	NA	1
11122	ECL_RS04530	NA	NA	NA	NA	NA	1
11123	ECL_RS04535	NA	NA	NA	NA	NA	1
11124	NA	NA	NA	NA	b0138	NA	1
11125	ECL_RS04950	NA	NA	NA	NA	NA	1
11126	NA	NA	NA	ROD_RS04815	NA	NA	1
11127	NA	NA	NA	NA	b1352	NA	1
11128	ECL_RS06345	NA	NA	NA	NA	NA	1
11129	ECL_RS06780	NA	NA	NA	NA	NA	1
11130	ECL_RS18955	NA	NA	NA	NA	NA	1
11131	NA	NA	NA	NA	b1361	NA	1
11132	ECL_RS08195	NA	NA	NA	NA	NA	1
11133	ECL_RS08345	NA	NA	NA	NA	NA	1
11134	NA	NA	NA	ROD_RS27115	NA	NA	1
11135	ECL_RS10785	NA	NA	NA	NA	NA	1
11136	ECL_RS10790	NA	NA	NA	NA	NA	1
11137	ECL_RS10820	NA	NA	NA	NA	NA	1
11138	ECL_RS10825	NA	NA	NA	NA	NA	1
11139	NA	NA	NA	NA	b0544	NA	1
11140	ECL_RS11185	NA	NA	NA	NA	NA	1
11141	NA	NA	NA	NA	b3329	NA	1
11142	ECL_RS13725	NA	NA	NA	NA	NA	1
11143	ECL_RS15490	NA	NA	NA	NA	NA	1
11144	NA	NA	NA	ROD_RS11175	NA	NA	1
11145	ECL_RS16605	NA	NA	NA	NA	NA	1
11146	ECL_RS17525	NA	NA	NA	NA	NA	1
11147	ECL_RS17520	NA	NA	NA	NA	NA	1
11148	ECL_RS16610	NA	NA	NA	NA	NA	1
11149	ECL_RS27460	NA	NA	NA	NA	NA	1
11150	ECL_RS26125	NA	NA	NA	NA	NA	1
11151	ECL_RS27045	NA	NA	NA	NA	NA	1
11152	ECL_RS27025	NA	NA	NA	NA	NA	1
11153	NA	NA	NA	ROD_RS25090	NA	NA	1
11154	NA	NA	NA	NA	b2647	NA	1
11155	NA	NA	NA	NA	b2775	NA	1
11156	NA	NA	NA	NA	b3874	NA	1
11157	NA	NA	NA	NA	b2877	NA	1
11158	NA	NA	NA	ROD_RS16700	NA	NA	1
11159	NA	NA	NA	ROD_RS22190	NA	NA	1
11160	NA	NA	NA	NA	b3322	NA	1
11161	NA	NA	NA	ROD_RS29130	NA	NA	1
11162	NA	NA	NA	NA	b3323	NA	1
11163	NA	NA	NA	NA	b3334	NA	1
11164	NA	NA	NA	ROD_RS25680	NA	NA	1
11165	NA	NA	NA	NA	b3512	NA	1
11166	NA	NA	NA	NA	b3507	NA	1
11167	NA	NA	NA	NA	b3629	NA	1
11168	NA	NA	NA	ROD_RS20635	NA	NA	1
11169	NA	NA	NA	ROD_RS05450	NA	NA	1
11170	NA	NA	NA	NA	b4017	NA	1
11171	NA	NA	NA	NA	b4325	NA	1
11172	NA	NA	NA	NA	b4204	NA	1
11173	NA	NA	NA	ROD_RS07635	NA	NA	1
11174	NA	NA	NA	NA	b4385	NA	1
11175	NA	NA	NA	ROD_RS23345	NA	NA	1
11176	NA	NA	NA	ROD_RS01330	NA	NA	1
11177	NA	NA	NA	ROD_RS01350	NA	NA	1
11178	NA	NA	NA	ROD_RS23330	NA	NA	1
11179	NA	NA	NA	ROD_RS01505	NA	NA	1
11180	NA	NA	NA	ROD_RS23195	NA	NA	1
11181	NA	NA	NA	ROD_RS23260	NA	NA	1
11182	NA	NA	NA	ROD_RS04805	NA	NA	1
11183	NA	NA	NA	ROD_RS06250	NA	NA	1
11184	NA	NA	NA	ROD_RS06190	NA	NA	1
11185	NA	NA	NA	ROD_RS18150	NA	NA	1
11186	NA	NA	NA	ROD_RS26935	NA	NA	1
11187	NA	NA	NA	ROD_RS20360	NA	NA	1
11188	NA	NA	NA	ROD_RS25135	NA	NA	1
11189	NA	NA	NA	ROD_RS25430	NA	NA	1
11190	NA	NA	NA	ROD_RS20420	NA	NA	1
11191	NA	NA	NA	ROD_RS20485	NA	NA	1
11192	NA	NA	NA	ROD_RS27290	NA	NA	1
11193	NA	NA	NA	ROD_RS23835	NA	NA	1
11194	NA	NA	NA	ROD_RS24580	NA	NA	1
11195	NA	NA	NA	ROD_RS25320	NA	NA	1
11196	NA	NA	NA	ROD_RS25235	NA	NA	1
11197	NA	KPNIH1_RS15830	NA	NA	NA	NA	1
11198	NA	NA	SMDB11_RS03195	NA	NA	NA	1
11199	NA	NA	SMDB11_RS07355	NA	NA	NA	1
11200	NA	NA	SMDB11_RS00100	NA	NA	NA	1
11201	NA	NA	SMDB11_RS03585	NA	NA	NA	1
11202	NA	KPNIH1_RS18255	NA	NA	NA	NA	1
11203	NA	KPNIH1_RS15370	NA	NA	NA	NA	1
11204	NA	KPNIH1_RS13375	NA	NA	NA	NA	1
11205	NA	KPNIH1_RS14275	NA	NA	NA	NA	1
11206	NA	NA	SMDB11_RS09340	NA	NA	NA	1
11207	NA	NA	SMDB11_RS09155	NA	NA	NA	1
11208	NA	NA	SMDB11_RS09355	NA	NA	NA	1
11209	NA	NA	NA	NA	NA	STM14_RS03215	1
11210	NA	NA	NA	ROD_RS24925	NA	NA	1
11211	NA	KPNIH1_RS01615	NA	NA	NA	NA	1
11212	NA	KPNIH1_RS07615	NA	NA	NA	NA	1
11213	NA	NA	SMDB11_RS12465	NA	NA	NA	1
11214	NA	NA	SMDB11_RS09655	NA	NA	NA	1
11215	NA	NA	SMDB11_RS06210	NA	NA	NA	1
11216	NA	NA	NA	NA	NA	STM14_RS02310	1
11217	NA	NA	SMDB11_RS24335	NA	NA	NA	1
11218	NA	NA	SMDB11_RS16780	NA	NA	NA	1
11219	NA	NA	SMDB11_RS19445	NA	NA	NA	1
11220	NA	NA	NA	ROD_RS17255	NA	NA	1
11221	NA	NA	SMDB11_RS16435	NA	NA	NA	1
11222	NA	KPNIH1_RS11050	NA	NA	NA	NA	1
11223	NA	NA	SMDB11_RS05715	NA	NA	NA	1
11224	NA	KPNIH1_RS12270	NA	NA	NA	NA	1
11225	NA	NA	SMDB11_RS18360	NA	NA	NA	1
11226	NA	KPNIH1_RS20850	NA	NA	NA	NA	1
11227	NA	NA	SMDB11_RS23860	NA	NA	NA	1
11228	NA	NA	SMDB11_RS00105	NA	NA	NA	1
11229	NA	NA	SMDB11_RS00110	NA	NA	NA	1
11230	NA	NA	SMDB11_RS00115	NA	NA	NA	1
11231	NA	NA	SMDB11_RS24570	NA	NA	NA	1
11232	NA	NA	SMDB11_RS23870	NA	NA	NA	1
11233	NA	NA	SMDB11_RS24575	NA	NA	NA	1
11234	NA	NA	SMDB11_RS00395	NA	NA	NA	1
11235	NA	NA	SMDB11_RS00480	NA	NA	NA	1
11236	NA	NA	SMDB11_RS00540	NA	NA	NA	1
11237	NA	NA	SMDB11_RS00545	NA	NA	NA	1
11238	NA	NA	SMDB11_RS00580	NA	NA	NA	1
11239	NA	NA	SMDB11_RS24760	NA	NA	NA	1
11240	NA	NA	SMDB11_RS00700	NA	NA	NA	1
11241	NA	NA	SMDB11_RS24765	NA	NA	NA	1
11242	NA	NA	SMDB11_RS24580	NA	NA	NA	1
11243	NA	NA	SMDB11_RS01140	NA	NA	NA	1
11244	NA	NA	SMDB11_RS01145	NA	NA	NA	1
11245	NA	NA	SMDB11_RS01150	NA	NA	NA	1
11246	NA	NA	SMDB11_RS01155	NA	NA	NA	1
11247	NA	NA	SMDB11_RS01160	NA	NA	NA	1
11248	NA	NA	SMDB11_RS01165	NA	NA	NA	1
11249	NA	NA	SMDB11_RS01195	NA	NA	NA	1
11250	NA	NA	SMDB11_RS01235	NA	NA	NA	1
11251	NA	NA	SMDB11_RS01245	NA	NA	NA	1
11252	NA	NA	SMDB11_RS01280	NA	NA	NA	1
11253	NA	NA	SMDB11_RS01315	NA	NA	NA	1
11254	NA	NA	SMDB11_RS01320	NA	NA	NA	1
11255	NA	NA	SMDB11_RS01325	NA	NA	NA	1
11256	NA	NA	SMDB11_RS01335	NA	NA	NA	1
11257	NA	NA	SMDB11_RS01360	NA	NA	NA	1
11258	NA	NA	SMDB11_RS01370	NA	NA	NA	1
11259	NA	NA	SMDB11_RS01420	NA	NA	NA	1
11260	NA	NA	SMDB11_RS01430	NA	NA	NA	1
11261	NA	NA	SMDB11_RS01445	NA	NA	NA	1
